brand,model,fuel,build_year,mileage_km,transmission,body_type,title,price_cents,url
Fiat,Punto,Benzine,2006,238667,Handgeschakeld,Hatchback,Fiat Grande Punto 1.4 16V 3DR 2006 Grijs,145000,https://www.marktplaats.nl/v/auto-s/fiat/m2409347984-fiat-grande-punto-1-4-16v-3dr-2006-grijs
Fiat,500,Benzine,2013,,Handgeschakeld,Hatchback,Fiat 500 0.9 Twinair C 2013 Parelmoer,500000,https://www.marktplaats.nl/v/auto-s/fiat/m2409346142-fiat-500-0-9-twinair-c-2013-parelmoer
Fiat,Bravo,Benzine,2008,248703,Handgeschakeld,Hatchback,Fiat Bravo 1.4 16V 120PK 5DR 2008 Zwart,200000,https://www.marktplaats.nl/v/auto-s/fiat/m2389079409-fiat-bravo-1-4-16v-120pk-5dr-2008-zwart
Fiat,600E,Elektrisch,2025,5,Automaat,SUV of Terreinwagen,Fiat 600e RED 54 kWh | Uit voorraad leverbaar | 17% Bijtelli,2599000,https://www.marktplaats.nl/v/auto-s/fiat/m2409341891-fiat-600e-red-54-kwh-uit-voorraad-leverbaar-17-bijtelli
Fiat,Panda,Benzine,2007,188352,Handgeschakeld,Hatchback,"Fiat Panda 1.2 Active ,AIRCO,ELEKT PAKKET,DAKRAILS,MULTIMEDI",139900,https://www.marktplaats.nl/v/auto-s/fiat/m2409336299-fiat-panda-1-2-active-airco-elekt-pakket-dakrails-multimedi
Fiat,Panda,Benzine,2007,160000,Handgeschakeld,Hatchback,Fiat Panda 1.2 44KW 60PK 2007 Zwart,200000,https://www.marktplaats.nl/v/auto-s/fiat/m2409334851-fiat-panda-1-2-44kw-60pk-2007-zwart
Fiat,Panda,Benzine,2009,103500,Handgeschakeld,Hatchback,Fiat Panda 1.1 2009 Geel,175000,https://www.marktplaats.nl/v/auto-s/fiat/m2409334124-fiat-panda-1-1-2009-geel
Fiat,Panda,Benzine,2014,73304,Handgeschakeld,Hatchback,Fiat Panda 0.9 TwinAir Edizione Cool AIRCO / LMV / DEALER ON,694900,https://www.marktplaats.nl/v/auto-s/fiat/m2409332409-fiat-panda-0-9-twinair-edizione-cool-airco-lmv-dealer-on
Fiat,Bravo,Benzine,2010,172,Handgeschakeld,Hatchback,Fiat Bravo 1.4 16V 5DR 2010 Bruin,180000,https://www.marktplaats.nl/v/auto-s/fiat/m2409329757-fiat-bravo-1-4-16v-5dr-2010-bruin
Fiat,500,Benzine,2008,120485,Handgeschakeld,Hatchback,Fiat 500 1.4 Sport 100 PK | PANODAK | NW APK | NAP | 124000K,485000,https://www.marktplaats.nl/v/auto-s/fiat/m2409329770-fiat-500-1-4-sport-100-pk-panodak-nw-apk-nap-124000k
Fiat,500,Benzine,2014,87388,Handgeschakeld,Hatchback,Fiat 500 TwinAir Pop NL auto met NAP✅ RAPPORT*PARROT*,525000,https://www.marktplaats.nl/v/auto-s/fiat/m2409329632-fiat-500-twinair-pop-nl-auto-met-nap-rapport-parrot
Fiat,Panda,Benzine,2015,95600,Handgeschakeld,Hatchback,"Fiat Panda 1.2 Lounge, Airco, Grote beurt, Distributie",599900,https://www.marktplaats.nl/v/auto-s/fiat/m2409326037-fiat-panda-1-2-lounge-airco-grote-beurt-distributie
Fiat,500,Benzine,2013,,Handgeschakeld,Hatchback,Fiat 500 0.9 85pk Twinair Turbo 2013 Rood,549900,https://www.marktplaats.nl/v/auto-s/fiat/m2409325351-fiat-500-0-9-85pk-twinair-turbo-2013-rood
Fiat,500,Benzine,2009,242099,Handgeschakeld,Hatchback,Fiat 500 1.2 Naked DAK/airco *apk:03-2027*,299900,https://www.marktplaats.nl/v/auto-s/fiat/m2409325030-fiat-500-1-2-naked-dak-airco-apk-03-2027
Fiat,Panda,Benzine,2008,199650,Handgeschakeld,Hatchback,Fiat Panda 1.2 Edizione Cool AIRCO *apk:05-2027*,149900,https://www.marktplaats.nl/v/auto-s/fiat/m2409324376-fiat-panda-1-2-edizione-cool-airco-apk-05-2027
Fiat,Panda,Benzine,2014,99078,Handgeschakeld,Hatchback,Fiat Panda Twinair Edizione cool 2014  slechts 99000 km.,395000,https://www.marktplaats.nl/v/auto-s/fiat/m2409323310-fiat-panda-twinair-edizione-cool-2014-slechts-99000-km
Fiat,Panda,Benzine,2009,91678,Handgeschakeld,Hatchback,Fiat Panda 1.2 44KW 60PK 2009 Blauw,325000,https://www.marktplaats.nl/v/auto-s/fiat/m2409323215-fiat-panda-1-2-44kw-60pk-2009-blauw
Fiat,Punto EVO,Benzine,2018,78218,Handgeschakeld,Hatchback,Fiat Punto Evo 0.9 TwinAir Sempre/CARPLAY/NL/NAP,665000,https://www.marktplaats.nl/v/auto-s/fiat/m2409322477-fiat-punto-evo-0-9-twinair-sempre-carplay-nl-nap
Fiat,Panda,Benzine,2004,242111,Handgeschakeld,Hatchback,Fiat Panda 1.1 Active Plus,95000,https://www.marktplaats.nl/v/auto-s/fiat/m2409321949-fiat-panda-1-1-active-plus
Fiat,500C,Benzine,2018,,Handgeschakeld,Cabriolet,Fiat 500C 0.9 80pk Turbo Twinair 2018 Blauw,1110000,https://www.marktplaats.nl/v/auto-s/fiat/m2408961302-fiat-500c-0-9-80pk-turbo-twinair-2018-blauw
Fiat,500,Benzine,2010,219680,Handgeschakeld,Hatchback,Fiat 500 1.2 Lounge AUTOMAAT APK TOT4-2027,338000,https://www.marktplaats.nl/v/auto-s/fiat/m2409318236-fiat-500-1-2-lounge-automaat-apk-tot4-2027
Fiat,500C,Benzine,2015,151057,Handgeschakeld,Cabriolet,Fiat 500C 0.9 TwinAir Turbo 500S (bj 2015),579500,https://www.marktplaats.nl/v/auto-s/fiat/m2409317735-fiat-500c-0-9-twinair-turbo-500s-bj-2015
Fiat,Panda,Benzine,2004,227900,Handgeschakeld,Hatchback,Fiat Panda 1.2 2004 Zwart,90000,https://www.marktplaats.nl/v/auto-s/fiat/m2409315108-fiat-panda-1-2-2004-zwart
Fiat,500L,Benzine,2013,123616,Handgeschakeld,MPV,✅Fiat 500L 0.9 Twinair 123616 KM NAP Nieuwe koppeling✅,595000,https://www.marktplaats.nl/v/auto-s/fiat/m2406774299-fiat-500l-0-9-twinair-123616-km-nap-nieuwe-koppeling
Fiat,500X,Benzine,2017,136839,Automaat,SUV of Terreinwagen,Fiat 500 X 1.4 Turbo MultiAir S-Design Automaat|Cruise|Navig,1199900,https://www.marktplaats.nl/v/auto-s/fiat/m2401256911-fiat-500-x-1-4-turbo-multiair-s-design-automaat-cruise-navig
Fiat,500,Benzine,2008,118000,Handgeschakeld,Hatchback,Fiat 500 1.2 2008 Zwart,380000,https://www.marktplaats.nl/v/auto-s/fiat/m2409312425-fiat-500-1-2-2008-zwart
Fiat,Panda,Benzine,2004,71651,Automaat,Hatchback,Fiat Panda 1.2 Class | Automaat | Slechts 72dKM! | Airco | O,345000,https://www.marktplaats.nl/v/auto-s/fiat/m2409311449-fiat-panda-1-2-class-automaat-slechts-72dkm-airco-o
Fiat,Panda,Benzine,2006,219423,Handgeschakeld,Hatchback,Fiat Panda 1.2 Dynamic,79900,https://www.marktplaats.nl/v/auto-s/fiat/m2409310726-fiat-panda-1-2-dynamic
Fiat,Scudo,Diesel,1998,,Handgeschakeld,Overige carrosserieën,Fiat Scudo Sportivan met hefdak Knaus inbouw,250000,https://www.marktplaats.nl/v/auto-s/fiat/m2409301667-fiat-scudo-sportivan-met-hefdak-knaus-inbouw
Fiat,500,Benzine,2018,101244,Handgeschakeld,Hatchback,Fiat 500 1.2 2018 Blauw,0,https://www.marktplaats.nl/v/auto-s/fiat/m2399524279-fiat-500-1-2-2018-blauw
Fiat,500,Benzine,2014,136000,Handgeschakeld,Hatchback,Fiat 500 cabrio 0.9 twinair 2014 Zwart,595000,https://www.marktplaats.nl/v/auto-s/fiat/m2409301713-fiat-500-cabrio-0-9-twinair-2014-zwart
Fiat,500C,Benzine,2017,134914,Handgeschakeld,Cabriolet,Fiat 500C 0.9 TwinAir Turbo Lounge 81 PK. Prachtige en zuini,795000,https://www.marktplaats.nl/v/auto-s/fiat/m2409300977-fiat-500c-0-9-twinair-turbo-lounge-81-pk-prachtige-en-zuini
Fiat,500,Benzine,2017,108584,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir Turbo 500S *Recent grote beurt* *A/C |,750000,https://www.marktplaats.nl/v/auto-s/fiat/m2409300668-fiat-500-0-9-twinair-turbo-500s-recent-grote-beurt-a-c
Fiat,Panda,Benzine,2013,172214,Handgeschakeld,Hatchback,Fiat Panda 1.2 Edizione Cool | Airco | Radio | Elektrische R,0,https://www.marktplaats.nl/v/auto-s/fiat/m2409300006-fiat-panda-1-2-edizione-cool-airco-radio-elektrische-r
Fiat,Tipo,Benzine,2018,136855,Handgeschakeld,Hatchback,Fiat Tipo 1.4 Lounge/Airco/parkeersensoren/nieuw apk,849500,https://www.marktplaats.nl/v/auto-s/fiat/m2403311110-fiat-tipo-1-4-lounge-airco-parkeersensoren-nieuw-apk
Fiat,Punto EVO,Benzine,2017,216428,Handgeschakeld,Hatchback,Fiat Punto Evo 0.9 TwinAir Lounge/Airco/cruise/bleutooth/par,374500,https://www.marktplaats.nl/v/auto-s/fiat/m2405983119-fiat-punto-evo-0-9-twinair-lounge-airco-cruise-bleutooth-par
Fiat,Punto,Benzine,2014,,Handgeschakeld,Hatchback,Fiat Punto 0.9 Twinair 74KW 3DR 2014 Blauw,220000,https://www.marktplaats.nl/v/auto-s/fiat/m2409297576-fiat-punto-0-9-twinair-74kw-3dr-2014-blauw
Fiat,Punto EVO,Benzine,2014,154548,Handgeschakeld,Hatchback,Fiat Punto Evo 0.9 TwinAir Edizione Cool,349500,https://www.marktplaats.nl/v/auto-s/fiat/m2409295802-fiat-punto-evo-0-9-twinair-edizione-cool
Fiat,Punto EVO,Diesel,2012,207361,Handgeschakeld,Hatchback,Fiat Punto Evo 1.3 M-Jet Lounge |Pano|2e Eignr|Airco|Stuurbe,275000,https://www.marktplaats.nl/v/auto-s/fiat/m2409295285-fiat-punto-evo-1-3-m-jet-lounge-pano-2e-eignr-airco-stuurbe
Fiat,500,Hybride Elektrisch/Benzine,2020,121333,Handgeschakeld,Hatchback,Fiat 500 1.0 Hybrid Star Navi / Panoramadak / chroom delen e,1195000,https://www.marktplaats.nl/v/auto-s/fiat/m2409295093-fiat-500-1-0-hybrid-star-navi-panoramadak-chroom-delen-e
Fiat,Panda,Benzine,2007,160311,Handgeschakeld,Hatchback,"Fiat Panda 1.2 5-drs Airco, Nieuwe Distributie/Banden!",229500,https://www.marktplaats.nl/v/auto-s/fiat/m2389033053-fiat-panda-1-2-5-drs-airco-nieuwe-distributie-banden
Fiat,Grande Punto,Benzine,2008,135176,Handgeschakeld,Hatchback,Fiat Grande Punto 1.4 Active 5 Deurs AIRCO|LICHTMETAAL|,179900,https://www.marktplaats.nl/v/auto-s/fiat/m2409291735-fiat-grande-punto-1-4-active-5-deurs-airco-lichtmetaal
Fiat,Panda,Elektrisch,2026,10,Automaat,SUV of Terreinwagen,Fiat Grande Panda La Prima 11 kW 44 kWh | Apple-Android | Cr,2690000,https://www.marktplaats.nl/v/auto-s/fiat/m2409291653-fiat-grande-panda-la-prima-11-kw-44-kwh-apple-android-cr
Fiat,500C,Hybride Elektrisch/Benzine,2020,74821,Handgeschakeld,Cabriolet,Fiat 500C 1.0 Hybrid Rockstar Navigatie/Cruise-control/Clima,1195000,https://www.marktplaats.nl/v/auto-s/fiat/m2409290660-fiat-500c-1-0-hybrid-rockstar-navigatie-cruise-control-clima
Fiat,Punto,Benzine,1998,128700,Handgeschakeld,Cabriolet,Fiat Punto Cabriolet,130000,https://www.marktplaats.nl/v/auto-s/fiat/m2409289408-fiat-punto-cabriolet
Fiat,Punto,Benzine,2011,,Handgeschakeld,Hatchback,Fiat Punto 1.2 51KW/69PK 3DR Grande 2011 Wit,0,https://www.marktplaats.nl/v/auto-s/fiat/m2405238276-fiat-punto-1-2-51kw-69pk-3dr-grande-2011-wit
Fiat,500C,Benzine,2012,181217,Handgeschakeld,Cabriolet,Fiat 500 C 0.9 TwinAir Lounge | Airco | Orgineel NL | NAP |,445000,https://www.marktplaats.nl/v/auto-s/fiat/m2409288109-fiat-500-c-0-9-twinair-lounge-airco-orgineel-nl-nap
Fiat,500,Benzine,2026,1,Handgeschakeld,Hatchback,Fiat 500 1.0 Hybrid Torino Launch Edition | Navigatie via Ap,2695000,https://www.marktplaats.nl/v/auto-s/fiat/m2409287120-fiat-500-1-0-hybrid-torino-launch-edition-navigatie-via-ap
Fiat,Tipo,LPG,2017,235000,Handgeschakeld,Sedan,Fiat Tipo 2017 Wit LPG !,420000,https://www.marktplaats.nl/v/auto-s/fiat/m2399500919-fiat-tipo-2017-wit-lpg
Fiat,Punto EVO,Benzine,2018,105566,Handgeschakeld,Hatchback,Fiat Punto Evo 0.9 TA Sempre | Navigatie | Cruise | 1e Eigen,779000,https://www.marktplaats.nl/v/auto-s/fiat/m2409285596-fiat-punto-evo-0-9-ta-sempre-navigatie-cruise-1e-eigen
Fiat,500,Benzine,2015,103686,Handgeschakeld,Hatchback,Fiat 500 1.0 TwinAir Pop,695000,https://www.marktplaats.nl/v/auto-s/fiat/m2409280616-fiat-500-1-0-twinair-pop
Fiat,500,Benzine,2014,149037,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir Turbo 500S,595000,https://www.marktplaats.nl/v/auto-s/fiat/m2409280508-fiat-500-0-9-twinair-turbo-500s
Fiat,500X,Benzine,2018,40434,Handgeschakeld,SUV of Terreinwagen,Fiat 500 X Cross 1.0 120PK GSE CITY CROSS APPCARPL/NAVI/P-CA,1545000,https://www.marktplaats.nl/v/auto-s/fiat/m2409280125-fiat-500-x-cross-1-0-120pk-gse-city-cross-appcarpl-navi-p-ca
Fiat,Grande Punto,Benzine,2006,211111,Handgeschakeld,Hatchback,Fiat Grande Punto 1.2 Dynamic |Navi|Stuurbed|elek. Ramen|NAP,125000,https://www.marktplaats.nl/v/auto-s/fiat/m2409277631-fiat-grande-punto-1-2-dynamic-navi-stuurbed-elek-ramen-nap
Fiat,500,Benzine,2017,94505,Automaat,Hatchback,Fiat 500 0.9 TwinAir Turbo Popstar | NL-auto | Automaat! | A,1094500,https://www.marktplaats.nl/v/auto-s/fiat/m2409275218-fiat-500-0-9-twinair-turbo-popstar-nl-auto-automaat-a
Fiat,500X,Benzine,2019,76322,Automaat,SUV of Terreinwagen,Fiat 500X 150 pk Automaat City Cross | Climate control | Cru,1638000,https://www.marktplaats.nl/v/auto-s/fiat/m2409275178-fiat-500x-150-pk-automaat-city-cross-climate-control-cru
Fiat,500,Elektrisch,2021,45685,Automaat,Hatchback,"Fiat 500 Passion 42 kWh, Cruise, Navi SOH 91,76% (bj 2021)",1499500,https://www.marktplaats.nl/v/auto-s/fiat/m2409275164-fiat-500-passion-42-kwh-cruise-navi-soh-91-76-bj-2021
Fiat,500C,Benzine,2019,50445,Handgeschakeld,Cabriolet,Fiat 500C Dolcevita 120th Edition Cabrio 0.9 TwA (bj 2019),1344500,https://www.marktplaats.nl/v/auto-s/fiat/m2409275165-fiat-500c-dolcevita-120th-edition-cabrio-0-9-twa-bj-2019
Fiat,500X,Benzine,2018,84257,Handgeschakeld,SUV of Terreinwagen,Fiat 500X 120pk City Cross Navigatie | Climate Control | Key,1284000,https://www.marktplaats.nl/v/auto-s/fiat/m2409274713-fiat-500x-120pk-city-cross-navigatie-climate-control-key
Fiat,500C,Benzine,2018,93690,Handgeschakeld,Cabriolet,Fiat 500C Abarth 595C Turismo | Origineel NL | Cabrio | 165,1794000,https://www.marktplaats.nl/v/auto-s/fiat/m2409274546-fiat-500c-abarth-595c-turismo-origineel-nl-cabrio-165
Fiat,124 Spider,Benzine,2017,24519,Automaat,Cabriolet,Fiat 124 Spider Abarth 1.4 MultiAir Turbo 170 pk Automaat,3394000,https://www.marktplaats.nl/v/auto-s/fiat/m2409274286-fiat-124-spider-abarth-1-4-multiair-turbo-170-pk-automaat
Fiat,500C,Benzine,2022,79852,Handgeschakeld,Cabriolet,Fiat 500 C 1.0 Hybrid Sport | Parkeersensoren | Cruise Contr,1380000,https://www.marktplaats.nl/v/auto-s/fiat/m2409273906-fiat-500-c-1-0-hybrid-sport-parkeersensoren-cruise-contr
Fiat,124 Spider,Benzine,2017,71580,Automaat,Cabriolet,Fiat 124 Spider 1.4 MultiAir Turbo Abarth Premium Bose | 170,3384000,https://www.marktplaats.nl/v/auto-s/fiat/m2409273778-fiat-124-spider-1-4-multiair-turbo-abarth-premium-bose-170
Fiat,Punto,Benzine,2012,68090,Handgeschakeld,Hatchback,Fiat Punto 0.9 TwinAir Easy Nw Apk - Nw Ondh,399900,https://www.marktplaats.nl/v/auto-s/fiat/m2409273372-fiat-punto-0-9-twinair-easy-nw-apk-nw-ondh
Fiat,Punto EVO,Benzine,2018,66062,Handgeschakeld,Hatchback,Fiat Punto Evo 0.9 TwinAir Sempre | CRUISE | AIRCO | CLIMA |,699500,https://www.marktplaats.nl/v/auto-s/fiat/m2409272355-fiat-punto-evo-0-9-twinair-sempre-cruise-airco-clima
Fiat,500C,Benzine,2015,99368,Handgeschakeld,Cabriolet,Fiat 500 C 1.2 500S Eerste Eigenaar | Climate Control | Prem,868000,https://www.marktplaats.nl/v/auto-s/fiat/m2409271579-fiat-500-c-1-2-500s-eerste-eigenaar-climate-control-prem
Fiat,500,Elektrisch,2024,1000,Automaat,Hatchback,"Fiat 500 Abarth Urban 42 kWh SOH 99,1% - APPLE CARPLAY/ANDRO",2745000,https://www.marktplaats.nl/v/auto-s/fiat/m2409270174-fiat-500-abarth-urban-42-kwh-soh-99-1-apple-carplay-andro
Fiat,500,Benzine,2015,91645,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir Turbo Lounge / NL-auto / Pano / Clima /,725000,https://www.marktplaats.nl/v/auto-s/fiat/m2409269891-fiat-500-0-9-twinair-turbo-lounge-nl-auto-pano-clima
Fiat,500,Benzine,2011,85643,Handgeschakeld,Hatchback,Fiat 500 1.2 Lounge |Panorama|AUT|,624500,https://www.marktplaats.nl/v/auto-s/fiat/m2409269554-fiat-500-1-2-lounge-panorama-aut
Fiat,500C,Benzine,2014,89128,Automaat,Cabriolet,"Fiat 500 C 1.2 Lounge automaat cabriolet, 1e eigenaar 89.000",969500,https://www.marktplaats.nl/v/auto-s/fiat/m2409267490-fiat-500-c-1-2-lounge-automaat-cabriolet-1e-eigenaar-89-000
Fiat,Panda,Benzine,2011,155984,Handgeschakeld,Hatchback,Fiat Panda 1.2 2011 Wit,0,https://www.marktplaats.nl/v/auto-s/fiat/m2409267081-fiat-panda-1-2-2011-wit
Fiat,Panda,Benzine,2004,90663,Handgeschakeld,Hatchback,Fiat Panda 1.2 44KW 60PK 2004 Zwart,159900,https://www.marktplaats.nl/v/auto-s/fiat/m2409265580-fiat-panda-1-2-44kw-60pk-2004-zwart
Fiat,Panda,Benzine,2010,99117,Handgeschakeld,Hatchback,"Fiat Panda 1.1 Actual, km stand 99.117/ panoramadak",235000,https://www.marktplaats.nl/v/auto-s/fiat/m2409264527-fiat-panda-1-1-actual-km-stand-99-117-panoramadak
Fiat,500,Benzine,2016,117690,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir Turbo Lounge PANORAMADAK / NAVI / AIRCO,788800,https://www.marktplaats.nl/v/auto-s/fiat/m2409262656-fiat-500-0-9-twinair-turbo-lounge-panoramadak-navi-airco
Fiat,500,Benzine,1972,2000,Handgeschakeld,Hatchback,Fiat 500 0.5 L 1972 Wit,700000,https://www.marktplaats.nl/v/auto-s/fiat/m2409260905-fiat-500-0-5-l-1972-wit
Fiat,500L,Benzine,2013,185110,Handgeschakeld,MPV,Fiat 500 L 0.9 TwinAir Easy,299900,https://www.marktplaats.nl/v/auto-s/fiat/m2409258413-fiat-500-l-0-9-twinair-easy
Fiat,500L,Benzine,2018,135127,Handgeschakeld,MPV,Fiat 500 L 0.9 TwinAir Lounge I Cruise control I Camera I,899500,https://www.marktplaats.nl/v/auto-s/fiat/m2406766841-fiat-500-l-0-9-twinair-lounge-i-cruise-control-i-camera-i
Fiat,Panda,Benzine,2013,64645,Handgeschakeld,Hatchback,Fiat Panda TwinAir 86pk Turbo Lounge AIRCO / 5 pers / APK 02,499500,https://www.marktplaats.nl/v/auto-s/fiat/m2409254404-fiat-panda-twinair-86pk-turbo-lounge-airco-5-pers-apk-02
Fiat,500,Elektrisch,2020,30471,Automaat,Hatchback,"Fiat 500 24kWh 70pk Aut Action | SOH 92,5% | Navigatie | Cli",1530000,https://www.marktplaats.nl/v/auto-s/fiat/m2409254318-fiat-500-24kwh-70pk-aut-action-soh-92-5-navigatie-cli
Fiat,Panda,Benzine,2007,112756,Handgeschakeld,Hatchback,Fiat Panda Fiat Panda 1.1 Active,164900,https://www.marktplaats.nl/v/auto-s/fiat/m2409254266-fiat-panda-fiat-panda-1-1-active
Fiat,Panda,Benzine,2011,53970,Handgeschakeld,Hatchback,"Fiat Panda 1.2 Edizione Cool | 1e Eigenaar + "" 53.000 "" KM N",395000,https://www.marktplaats.nl/v/auto-s/fiat/m2409254234-fiat-panda-1-2-edizione-cool-1e-eigenaar-53-000-km-n
Fiat,500,Elektrisch,2020,38018,Automaat,Hatchback,Fiat 500 42kWh 118pk Aut Business Launch Edition | Camera |,1670000,https://www.marktplaats.nl/v/auto-s/fiat/m2409254199-fiat-500-42kwh-118pk-aut-business-launch-edition-camera
Fiat,Grande Punto,Benzine,2008,140000,Handgeschakeld,Hatchback,Fiat Grande Punto 1.4 GP 3-Drs Airco Nieuwe APK ✅,149900,https://www.marktplaats.nl/v/auto-s/fiat/m2404477240-fiat-grande-punto-1-4-gp-3-drs-airco-nieuwe-apk
Fiat,500L,Benzine,2013,97584,Handgeschakeld,MPV,Fiat 500L 0.9 TwinAir Pop Airco/Cruise/Boekjes ✅,599900,https://www.marktplaats.nl/v/auto-s/fiat/m2404480839-fiat-500l-0-9-twinair-pop-airco-cruise-boekjes
Fiat,500,Benzine,2017,126848,Handgeschakeld,Hatchback,Fiat 500 1.4 T-Jet Abarth 595 - CABRIO - LEDER - PDC,1499000,https://www.marktplaats.nl/v/auto-s/fiat/m2409248837-fiat-500-1-4-t-jet-abarth-595-cabrio-leder-pdc
Fiat,Doblo,Benzine,2003,155886,Handgeschakeld,MPV,Fiat Doblò 1.6-16V ELX,250000,https://www.marktplaats.nl/v/auto-s/fiat/m2409248650-fiat-doblo-1-6-16v-elx
Fiat,500,Benzine,2011,176575,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir Lounge Pano/Airco Nw APK ✅ (bj 2011),299900,https://www.marktplaats.nl/v/auto-s/fiat/m2401995853-fiat-500-0-9-twinair-lounge-pano-airco-nw-apk-bj-2011
Fiat,Grande Punto,Benzine,2008,115644,Handgeschakeld,Hatchback,Fiat Grande Punto 1.2 Dynamic 5-Drs Airco Boekjes APK 05-27,175000,https://www.marktplaats.nl/v/auto-s/fiat/m2401996605-fiat-grande-punto-1-2-dynamic-5-drs-airco-boekjes-apk-05-27
Fiat,Panda,Benzine,2006,229000,Handgeschakeld,Hatchback,Fiat Panda 1.2 44KW 60PK 2006 Zwart,89900,https://www.marktplaats.nl/v/auto-s/fiat/m2409246467-fiat-panda-1-2-44kw-60pk-2006-zwart
Fiat,Panda,Hybride Elektrisch/Benzine,2025,7920,Automaat,SUV of Terreinwagen,Fiat Grande Panda 1.2 Hybrid ICON | Automaat | 1e Eigenaar |,2249000,https://www.marktplaats.nl/v/auto-s/fiat/m2409245734-fiat-grande-panda-1-2-hybrid-icon-automaat-1e-eigenaar
Fiat,Punto EVO,Benzine,2009,228896,Handgeschakeld,Hatchback,Fiat Punto Evo 1.4 Dynamic | 01-2027 | Airco | Navi | elektr,175000,https://www.marktplaats.nl/v/auto-s/fiat/m2409245243-fiat-punto-evo-1-4-dynamic-01-2027-airco-navi-elektr
Fiat,Grande Punto,Benzine,2007,215297,Handgeschakeld,Hatchback,Fiat Grande Punto 1.2 Dynamic NIEUWE APK!,169500,https://www.marktplaats.nl/v/auto-s/fiat/m2409241961-fiat-grande-punto-1-2-dynamic-nieuwe-apk
Fiat,500C,Benzine,2012,97585,Handgeschakeld,Cabriolet,Zuinige vlotte goed onderhouden Fiat 500 Cabrio,499900,https://www.marktplaats.nl/v/auto-s/fiat/m2399019384-zuinige-vlotte-goed-onderhouden-fiat-500-cabrio
Fiat,500,Benzine,2017,106500,Handgeschakeld,Hatchback,Fiat 500 Twinair Turbo 80pk 2017 Wit,820000,https://www.marktplaats.nl/v/auto-s/fiat/m2409239563-fiat-500-twinair-turbo-80pk-2017-wit
Fiat,Bravo,Benzine,2010,206842,Handgeschakeld,Hatchback,Fiat Bravo 1.4 T-Jet Edizione Sport,390000,https://www.marktplaats.nl/v/auto-s/fiat/m2409239543-fiat-bravo-1-4-t-jet-edizione-sport
Fiat,500C,Benzine,2010,130394,Handgeschakeld,Hatchback,Fiat 500 1.2 Pop Cabrio/Camera/Elektr.ramen.,395000,https://www.marktplaats.nl/v/auto-s/fiat/m2409238406-fiat-500-1-2-pop-cabrio-camera-elektr-ramen
Fiat,500,Benzine,2018,135725,Handgeschakeld,Hatchback,Fiat 500 TwinAir 80 Lounge,875000,https://www.marktplaats.nl/v/auto-s/fiat/m2409237188-fiat-500-twinair-80-lounge
Fiat,Panda,Benzine,2013,116704,Handgeschakeld,Hatchback,Fiat Panda 0.9 TwinAir Edizione Cool,449900,https://www.marktplaats.nl/v/auto-s/fiat/m2409237117-fiat-panda-0-9-twinair-edizione-cool
Fiat,500,Benzine,2018,156396,Handgeschakeld,Hatchback,"Fiat 500 0.9 TwinAir Lounge Cabrio, Airco, Navigatie, Blueto",0,https://www.marktplaats.nl/v/auto-s/fiat/m2409236181-fiat-500-0-9-twinair-lounge-cabrio-airco-navigatie-blueto
Fiat,Uno,Benzine,1990,186900,Handgeschakeld,Cabriolet,Fiat uno cabrio,950000,https://www.marktplaats.nl/v/auto-s/fiat/m2388973771-fiat-uno-cabrio
Fiat,500C,Benzine,2020,59237,Handgeschakeld,Cabriolet,Fiat 500C 1.2 Star 2020 ZWART | Cabriolet | Apple CarPlay,1349500,https://www.marktplaats.nl/v/auto-s/fiat/m2409233267-fiat-500c-1-2-star-2020-zwart-cabriolet-apple-carplay
Fiat,Panda,Benzine,2016,94263,Handgeschakeld,Hatchback,Fiat Panda 0.9 TwinAir Edizione Cool AIRCO/ START-STOP,695000,https://www.marktplaats.nl/v/auto-s/fiat/m2409230162-fiat-panda-0-9-twinair-edizione-cool-airco-start-stop
Fiat,Panda,Benzine,2013,99612,Handgeschakeld,Hatchback,Fiat Panda 0.9 TwinAir Lounge NAP APK-6/2025 AIRCO BLUETH '1,384400,https://www.marktplaats.nl/v/auto-s/fiat/m2409226732-fiat-panda-0-9-twinair-lounge-nap-apk-6-2025-airco-blueth-1
Fiat,500,Benzine,2018,49155,Handgeschakeld,Hatchback,Fiat 500 1.4 T-Jet Abarth | Competizione | 242 pk | Akra | C,2550000,https://www.marktplaats.nl/v/auto-s/fiat/m2409226210-fiat-500-1-4-t-jet-abarth-competizione-242-pk-akra-c
Fiat,500,Benzine,2017,119980,Handgeschakeld,Hatchback,Fiat 500 0.9 TwinAir 80pk Turbo Lounge | Panoramadak | Navig,745000,https://www.marktplaats.nl/v/auto-s/fiat/m2409225344-fiat-500-0-9-twinair-80pk-turbo-lounge-panoramadak-navig
Fiat,500,Benzine,2014,65472,Automaat,Hatchback,Fiat 500 AUTOMAAT SPORT TWIN AIR*PANO*CLIMA*LEER*MOOI.,945000,https://www.marktplaats.nl/v/auto-s/fiat/m2409224488-fiat-500-automaat-sport-twin-air-pano-clima-leer-mooi
