brand,model,fuel,build_year,mileage_km,transmission,body_type,title,price_cents,url
Alfa Romeo,GTV,Benzine,1998,145000,Handgeschakeld,Coupé,Alfa Romeo GTV 3.0 V6. Nieuwe apk!,945000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410786727-alfa-romeo-gtv-3-0-v6-nieuwe-apk
Alfa Romeo,Stelvio,Benzine,2017,150068,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 280pk AT AWD 2017 Grijs,2275000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410774827-alfa-romeo-stelvio-2-0-280pk-at-awd-2017-grijs
Alfa Romeo,159,Diesel,2011,393000,Handgeschakeld,Stationwagon,Alfa Romeo 159 2.0 Jtdm 2011 in onderdelen,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2380273766-alfa-romeo-159-2-0-jtdm-2011-in-onderdelen
Alfa Romeo,Giulietta,Benzine,2012,227179,Automaat,Hatchback,Alfa Romeo Giulietta 1.4 Turbo Multi AIR TCT 2012 Grijs,609000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2405634351-alfa-romeo-giulietta-1-4-turbo-multi-air-tct-2012-grijs
Alfa Romeo,Giulietta,Benzine,2010,193037,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 Turbo Multi AIR 2010 Zwart,550000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410721155-alfa-romeo-giulietta-1-4-turbo-multi-air-2010-zwart
Alfa Romeo,Giulietta,Benzine,2011,230778,Handgeschakeld,Hatchback,"Alfa Romeo Giulietta 1.4 T Distinctive Clima, navi, PDC acht",595000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410718704-alfa-romeo-giulietta-1-4-t-distinctive-clima-navi-pdc-acht
Alfa Romeo,159,Diesel,2009,353503,Handgeschakeld,Stationwagon,Alfa Romeo 159 2.0 Jtdm 2009 TI Zwart,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410710512-alfa-romeo-159-2-0-jtdm-2009-ti-zwart
Alfa Romeo,156,Benzine,2005,198000,Handgeschakeld,Stationwagon,Alfa Romeo 156 ti 1.8 Twin Spark Sportwagon 2005 Blauw,465000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2380186594-alfa-romeo-156-ti-1-8-twin-spark-sportwagon-2005-blauw
Alfa Romeo,Stelvio,Benzine,2018,118775,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 280pk AT AWD 2018 Grigio Vesuvio.,2790000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410703263-alfa-romeo-stelvio-2-0-280pk-at-awd-2018-grigio-vesuvio
Alfa Romeo,MiTo,Benzine,2014,103373,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 Turbo 2014 Airco 103 dkm/nap APK-2027,520000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407143533-alfa-romeo-mito-0-9-turbo-2014-airco-103-dkm-nap-apk-2027
Alfa Romeo,MiTo,Benzine,2009,107004,Handgeschakeld,Hatchback,Alfa Romeo MiTo 1.4 Progression | Nieuwe APK | CLIMA,394000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410672484-alfa-romeo-mito-1-4-progression-nieuwe-apk-clima
Alfa Romeo,Giulietta,Benzine,2017,149375,Automaat,Hatchback,Alfa Romeo Giulietta 1.4 Turbo MultiAir Super automaat / Rij,1195000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410657822-alfa-romeo-giulietta-1-4-turbo-multiair-super-automaat-rij
Alfa Romeo,GT,Benzine,2007,165115,Handgeschakeld,Coupé,Alfa Romeo GT 1.8 T.Spark | NL-AUTO | LEDER | CLIMATE | CRUI,244500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410639422-alfa-romeo-gt-1-8-t-spark-nl-auto-leder-climate-crui
Alfa Romeo,Spider,Benzine,2008,100446,Handgeschakeld,Cabriolet,Alfa Romeo Spider 3.2 V6 JTS Q4,995000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2400615926-alfa-romeo-spider-3-2-v6-jts-q4
Alfa Romeo,Giulietta,Benzine,2011,286201,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 MultiAir 170 PK Sport,375000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410631482-alfa-romeo-giulietta-1-4-multiair-170-pk-sport
Alfa Romeo,,,,,,,Alfa Romeo 156 3.0 v6 busso sportwagon,450000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410611918-alfa-romeo-156-3-0-v6-busso-sportwagon
Alfa Romeo,Giulia,Benzine,2023,6332,Automaat,Sedan,Alfa Romeo Giulia 2.0 T GME AWD Veloce | 280 pk | 12 Maanden,5495000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410608688-alfa-romeo-giulia-2-0-t-gme-awd-veloce-280-pk-12-maanden
Alfa Romeo,MiTo,Benzine,2010,224147,Handgeschakeld,Hatchback,"Alfa Romeo MiTo 1.4 T Distinctive, SPOTGOEDKOOP NL AUTO, NAP",145000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2402803612-alfa-romeo-mito-1-4-t-distinctive-spotgoedkoop-nl-auto-nap
Alfa Romeo,,,,,,,Alfa romeo 2 klassiekers voor de liefhebber,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2400572752-alfa-romeo-2-klassiekers-voor-de-liefhebber
Alfa Romeo,Stelvio,Benzine,2018,89320,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T AWD First Edition 280 PK Storing AC,2749900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410597939-alfa-romeo-stelvio-2-0-t-awd-first-edition-280-pk-storing-ac
Alfa Romeo,Giulietta,Benzine,2012,228994,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 T Distinctive|PDC|Clima|Cruise|,395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2403945367-alfa-romeo-giulietta-1-4-t-distinctive-pdc-clima-cruise
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2022,78913,Automaat,SUV of Terreinwagen,Alfa Romeo Tonale 1.5 Turbo 168pk Hybrid Sprint | Clima | Ad,2699000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410576360-alfa-romeo-tonale-1-5-turbo-168pk-hybrid-sprint-clima-ad
Alfa Romeo,159,Benzine,2011,184300,Handgeschakeld,Stationwagon,Alfa Romeo 159 1.750 TBI SW 2011 TI Zwart,995000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410570380-alfa-romeo-159-1-750-tbi-sw-2011-ti-zwart
Alfa Romeo,Giulietta,Benzine,2015,162415,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 T Sprint Clima/Cruise/Nap/Distr VV,945000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410565463-alfa-romeo-giulietta-1-4-t-sprint-clima-cruise-nap-distr-vv
Alfa Romeo,Giulia,Benzine,2016,82504,Automaat,Sedan,Alfa Romeo Giulia 2.0T Super | Trekhaak | Camera | Leder | K,2190000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410552666-alfa-romeo-giulia-2-0t-super-trekhaak-camera-leder-k
Alfa Romeo,,Benzine,1977,,Handgeschakeld,Cabriolet,Alfa Romeo 2000 2.0 Spider Veloce 1977 Wit,2150000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2390358542-alfa-romeo-2000-2-0-spider-veloce-1977-wit
Alfa Romeo,Giulietta,Benzine,2010,184056,Handgeschakeld,Hatchback,Alfa Romeo Giulietta BJR 2010 1.7 TBi 236 PK Quadrifoglio Ve,889900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410522581-alfa-romeo-giulietta-bjr-2010-1-7-tbi-236-pk-quadrifoglio-ve
Alfa Romeo,Giulietta,Benzine,2011,203453,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 Turbo Wit,495000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410520828-alfa-romeo-giulietta-1-4-turbo-wit
Alfa Romeo,Spider,Benzine,1985,209000,Handgeschakeld,Cabriolet,Alfa Romeo Spider 2000 1985,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2379985945-alfa-romeo-spider-2000-1985
Alfa Romeo,159,Benzine,2008,227410,Automaat,Sedan,Alfa Romeo 159 2.2 JTS Progression AUTOMAAT LEDER,325000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410510690-alfa-romeo-159-2-2-jts-progression-automaat-leder
Alfa Romeo,Giulietta,Benzine,2018,82732,Automaat,Hatchback,Alfa Romeo Giulietta 1.4 Turbo MultiAir Super | NL-auto | Pa,1645000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410509942-alfa-romeo-giulietta-1-4-turbo-multiair-super-nl-auto-pa
Alfa Romeo,Stelvio,Benzine,2017,109707,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T 280PK Q4 AWD Super Veloce Pack|Keyl,2750000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407160087-alfa-romeo-stelvio-2-0-t-280pk-q4-awd-super-veloce-pack-keyl
Alfa Romeo,Stelvio,Benzine,2020,98553,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T AWD Veloce 21 inch | Pano | Leder d,3795000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410495839-alfa-romeo-stelvio-2-0-t-awd-veloce-21-inch-pano-leder-d
Alfa Romeo,Giulietta,Benzine,2012,,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 Turbo 2012 Zwart,395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2408185705-alfa-romeo-giulietta-1-4-turbo-2012-zwart
Alfa Romeo,MiTo,Benzine,2009,197450,Handgeschakeld,Hatchback,"Alfa Romeo MiTo 1.4 T Sport 155PK, Navi, NAP Nette auto",395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2406207611-alfa-romeo-mito-1-4-t-sport-155pk-navi-nap-nette-auto
Alfa Romeo,Giulia,Benzine,2019,118016,Automaat,Sedan,Alfa Romeo Giulia 2.0 T AWD Veloce 280pk Adaptive Camera Led,2495000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407749340-alfa-romeo-giulia-2-0-t-awd-veloce-280pk-adaptive-camera-led
Alfa Romeo,Stelvio,Benzine,2018,124047,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.9 V6 AWD Quadrifoglio 510 PK Adaptive C,4350000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407749300-alfa-romeo-stelvio-2-9-v6-awd-quadrifoglio-510-pk-adaptive-c
Alfa Romeo,Junior,Elektrisch,2025,10537,Automaat,SUV of Terreinwagen,Alfa Romeo Junior Elettrica Speciale 54 kWh | ACC | Clima |,2525000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2400922978-alfa-romeo-junior-elettrica-speciale-54-kwh-acc-clima
Alfa Romeo,Stelvio,Benzine,2017,146487,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T AWD Veloce AWD Super First Edition,2195000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407749094-alfa-romeo-stelvio-2-0-t-awd-veloce-awd-super-first-edition
Alfa Romeo,MiTo,Diesel,2011,248881,Handgeschakeld,MPV,Alfa Romeo - MiTo - 1.3 JTDm ECO Essent. - 30-RFR-5- 2011,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410443846-alfa-romeo-mito-1-3-jtdm-eco-essent-30-rfr-5-2011
Alfa Romeo,Overige modellen,Benzine,1964,,Handgeschakeld,Overige carrosserieën,Alfa Romeo - 1964 - Sprint - 2600 -,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410443847-alfa-romeo-1964-sprint-2600
Alfa Romeo,159,Diesel,2009,359349,Automaat,Stationwagon,Alfa Romeo - 159 Sportwagon - 1.9 JTD Q-Tr. Prog. - 56-GJP-9,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410443773-alfa-romeo-159-sportwagon-1-9-jtd-q-tr-prog-56-gjp-9
Alfa Romeo,Junior,Elektrisch,2025,6997,Automaat,SUV of Terreinwagen,Alfa Romeo Junior Elettrica 54 kWh | AppleCarPlay/Android |,3082000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410440430-alfa-romeo-junior-elettrica-54-kwh-applecarplay-android
Alfa Romeo,Giulia,Benzine,2022,70547,Automaat,Sedan,Alfa Romeo Giulia 200pk Sprint | 1ste eigenaar | LEER | Came,4042000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410440431-alfa-romeo-giulia-200pk-sprint-1ste-eigenaar-leer-came
Alfa Romeo,159,Benzine,2011,134604,Handgeschakeld,Stationwagon,Alfa Romeo 159 Sportwagon 1.7 T TI | Rosso Competizione | Le,1195000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2409619429-alfa-romeo-159-sportwagon-1-7-t-ti-rosso-competizione-le
Alfa Romeo,GT,Benzine,2006,143026,Handgeschakeld,Coupé,Alfa Romeo GT 2.0 JTS 143026km! Distinctive Airco Leder Crui,485000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2409573850-alfa-romeo-gt-2-0-jts-143026km-distinctive-airco-leder-crui
Alfa Romeo,Giulietta,Benzine,2018,98802,Automaat,Hatchback,Alfa Romeo Giulietta 1.4 Turbo MultiAir Business Super / Nav,1395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2402264887-alfa-romeo-giulietta-1-4-turbo-multiair-business-super-nav
Alfa Romeo,Giulietta,Benzine,2014,208067,Automaat,Hatchback,1.4 Turbo AUT Grote Beurt + 4 Banden Distr. Riemset! NAP ✅,599900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2404623395-1-4-turbo-aut-grote-beurt-4-banden-distr-riemset-nap
Alfa Romeo,Giulietta,Benzine,2011,234189,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 T Distinctive,395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410398885-alfa-romeo-giulietta-1-4-t-distinctive
Alfa Romeo,Giulietta,Benzine,2018,94032,Handgeschakeld,Hatchback,Alfa romeo giulietta 1.4 T-jet,1650000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2400363749-alfa-romeo-giulietta-1-4-t-jet
Alfa Romeo,Brera,Benzine,2008,179815,Automaat,Coupé,Alfa Romeo Brera 3.2 JTS Q4 Q-Tronic SkyWindow Automaat,1095000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410384396-alfa-romeo-brera-3-2-jts-q4-q-tronic-skywindow-automaat
Alfa Romeo,159,Benzine,2006,325000,Handgeschakeld,Stationwagon,Alfa Romeo 159 1.9 JTS SW 2006 Zwart,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410365960-alfa-romeo-159-1-9-jts-sw-2006-zwart
Alfa Romeo,Giulietta,Benzine,2015,183205,Automaat,Hatchback,"Alfa Romeo Giulietta 1.4 T Exclusive Automaat, Topstaat!",945000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410352540-alfa-romeo-giulietta-1-4-t-exclusive-automaat-topstaat
Alfa Romeo,MiTo,Benzine,2009,163520,Handgeschakeld,Hatchback,Alfa Romeo MiTo 1.4 Progression NIEUWE KOPPELING EN APK AIRC,299900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410344111-alfa-romeo-mito-1-4-progression-nieuwe-koppeling-en-apk-airc
Alfa Romeo,4C,Benzine,2017,9728,Automaat,Coupé,"Alfa Romeo 4C 1750TBI, Full PPF, Full service (bj 2017)",7995000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410342763-alfa-romeo-4c-1750tbi-full-ppf-full-service-bj-2017
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2026,7500,Automaat,SUV of Terreinwagen,Alfa Romeo Tonale 1.3 Ibrida Plug-In Q4 Veloce | Panorama da,4990000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410338380-alfa-romeo-tonale-1-3-ibrida-plug-in-q4-veloce-panorama-da
Alfa Romeo,Stelvio,Benzine,2018,113647,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T Q4 Luxury|1e Eig|Carplay|Camera|Key,2795000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410319894-alfa-romeo-stelvio-2-0-t-q4-luxury-1e-eig-carplay-camera-key
Alfa Romeo,MiTo,Benzine,2013,220203,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 TwinAir turismo leer airco luxe junior,299500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2399791864-alfa-romeo-mito-0-9-twinair-turismo-leer-airco-luxe-junior
Alfa Romeo,159,Diesel,2010,326030,Handgeschakeld,Sedan,Alfa Romeo 159 1.9 Jtdm 2010 Blauw,175000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410310268-alfa-romeo-159-1-9-jtdm-2010-blauw
Alfa Romeo,GT,Benzine,2007,229893,Handgeschakeld,Coupé,Alfa Romeo GT 2.0 JTS 2007 BOSE LEDER CLIMA APK 12-2026,0,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2400271099-alfa-romeo-gt-2-0-jts-2007-bose-leder-clima-apk-12-2026
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2023,4035,Automaat,SUV of Terreinwagen,Alfa Romeo Tonale 1.5T Hybrid Veloce | Adaptive CC | Stoel/s,3490000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410299526-alfa-romeo-tonale-1-5t-hybrid-veloce-adaptive-cc-stoel-s
Alfa Romeo,Stelvio,Diesel,2022,106448,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.2 JTD AWD Veloce | Aut | Leder | Camera,3290000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410285798-alfa-romeo-stelvio-2-2-jtd-awd-veloce-aut-leder-camera
Alfa Romeo,MiTo,Benzine,2016,169740,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 TwinAir Exclusive apk t/m 23-2-27,525000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410285090-alfa-romeo-mito-0-9-twinair-exclusive-apk-t-m-23-2-27
Alfa Romeo,MiTo,Benzine,2009,113000,Handgeschakeld,Hatchback,Mooie Alfa Romeo MiTo 1.4i 16V Airco nieuwe Apk Winterbanden,395000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410283966-mooie-alfa-romeo-mito-1-4i-16v-airco-nieuwe-apk-winterbanden
Alfa Romeo,Giulietta,Benzine,2019,190963,Automaat,Hatchback,Alfa Romeo Giulietta 1.4 Turbo MultiAir Super AUTOMAAT TREKH,899500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410279287-alfa-romeo-giulietta-1-4-turbo-multiair-super-automaat-trekh
Alfa Romeo,MiTo,Benzine,2010,111996,Handgeschakeld,Hatchback,"Alfa Romeo MiTo 1.4 Progression Airco, Blue en Me, PDC, Lage",375000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410274739-alfa-romeo-mito-1-4-progression-airco-blue-en-me-pdc-lage
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2025,37021,Automaat,SUV of Terreinwagen,Alfa Romeo Tonale 1.5T Hybrid Veloce - Leer | Stoel+stuurver,3495000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410262205-alfa-romeo-tonale-1-5t-hybrid-veloce-leer-stoel-stuurver
Alfa Romeo,,,,,,,Alfa gt,250000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410258332-alfa-gt
Alfa Romeo,Stelvio,Benzine,2019,91553,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T 280PK AWD First Edition | Panorama,2994900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410258339-alfa-romeo-stelvio-2-0-t-280pk-awd-first-edition-panorama
Alfa Romeo,Stelvio,Benzine,2017,86632,Automaat,SUV of Terreinwagen,"Alfa Romeo Stelvio 2.0 T AWD Super, 280Pk, 2017, 2de eigenaa",2795000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410252293-alfa-romeo-stelvio-2-0-t-awd-super-280pk-2017-2de-eigenaa
Alfa Romeo,Giulia,Benzine,2017,178661,Automaat,Sedan,Alfa Romeo Giulia 2.0T Super|Savalli 291PK|Leder|NAP|CARPLAY,1799500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410244658-alfa-romeo-giulia-2-0t-super-savalli-291pk-leder-nap-carplay
Alfa Romeo,Junior,Elektrisch,2025,7536,Automaat,SUV of Terreinwagen,"Alfa Romeo Junior Elettrica 54 kWh | Warmtepomp | SoH 97,1%",2740000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410232377-alfa-romeo-junior-elettrica-54-kwh-warmtepomp-soh-97-1
Alfa Romeo,MiTo,Benzine,2014,289035,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 TwinAir Progression AIRCO,245000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2404846310-alfa-romeo-mito-0-9-twinair-progression-airco
Alfa Romeo,MiTo,Benzine,2009,252453,Handgeschakeld,Hatchback,Alfa Romeo MiTo 1.4 Distinctive Airco / Elec.Pakket / Isofix,295000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410228710-alfa-romeo-mito-1-4-distinctive-airco-elec-pakket-isofix
Alfa Romeo,147,Benzine,2008,43789,Handgeschakeld,Hatchback,Alfa Romeo 147 2.0 T.Spark Business Pro UNIEKEKM/AUTOMAAT/NA,599900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2407518052-alfa-romeo-147-2-0-t-spark-business-pro-uniekekm-automaat-na
Alfa Romeo,159,Benzine,2009,128074,Handgeschakeld,Stationwagon,Alfa Romeo 159 1.750 TBi  200PK 2009 Wit,895000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2397429950-alfa-romeo-159-1-750-tbi-200pk-2009-wit
Alfa Romeo,Giulietta,Benzine,2010,150987,Handgeschakeld,Hatchback,Alfa Romeo Giulietta 1.4 T Distinctive,497500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410209154-alfa-romeo-giulietta-1-4-t-distinctive
Alfa Romeo,147,Benzine,2008,204793,Handgeschakeld,Hatchback,Alfa Romeo 147 1.6 T.Spark Progression | Leder | Climate con,245000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410208056-alfa-romeo-147-1-6-t-spark-progression-leder-climate-con
Alfa Romeo,MiTo,Benzine,2015,123515,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 Turbo Twinair 74KW/100PK 2015 Blauw,595000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410206153-alfa-romeo-mito-0-9-turbo-twinair-74kw-100pk-2015-blauw
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2023,93142,Automaat,SUV of Terreinwagen,Alfa Romeo TONALE EDIZIONE SPECIALE - 1.5T Hybrid - Navigati,2499500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410197278-alfa-romeo-tonale-edizione-speciale-1-5t-hybrid-navigati
Alfa Romeo,,,,,,,Te koop alfa romeo mito 2011,300000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410193976-te-koop-alfa-romeo-mito-2011
Alfa Romeo,Junior,Elektrisch,2025,9081,Automaat,SUV of Terreinwagen,Alfa Romeo Junior ELETTRICA 54 kWh | CARPLAY | A.C.C | CLIMA,2649000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410188989-alfa-romeo-junior-elettrica-54-kwh-carplay-a-c-c-clima
Alfa Romeo,147,Benzine,2007,115101,Handgeschakeld,Hatchback,Alfa Romeo 147 1.6 T.Spark Veloce Business 115000 km,324900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410188651-alfa-romeo-147-1-6-t-spark-veloce-business-115000-km
Alfa Romeo,MiTo,Benzine,2014,139810,Handgeschakeld,Hatchback,Alfa Romeo MiTo 0.9 TwinAir Esclusivo|Navi|PDC|Clima,499400,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410186479-alfa-romeo-mito-0-9-twinair-esclusivo-navi-pdc-clima
Alfa Romeo,MiTo,Benzine,2011,131730,Handgeschakeld,Hatchback,Alfa Romeo MiTo 1.4 T QV 230pk/Clima/Stoelverw/BOSE,727700,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2401758299-alfa-romeo-mito-1-4-t-qv-230pk-clima-stoelverw-bose
Alfa Romeo,Tonale,Hybride Elektrisch/Benzine,2023,105771,Automaat,SUV of Terreinwagen,Alfa Romeo Tonale 1.3T PHEV Edizione Speciale | 280PK | Wint,2699500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410183184-alfa-romeo-tonale-1-3t-phev-edizione-speciale-280pk-wint
Alfa Romeo,Stelvio,Benzine,2021,47136,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T AWD Q4 | Veloce Interieur | Navi |,4350000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410181787-alfa-romeo-stelvio-2-0-t-awd-q4-veloce-interieur-navi
Alfa Romeo,Spider,Benzine,1999,137615,Handgeschakeld,Cabriolet,"Alfa Romeo Spider 2.0 Twinspark ""RedStyle"" 1999 Weinig KM!!",699900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410174276-alfa-romeo-spider-2-0-twinspark-redstyle-1999-weinig-km
Alfa Romeo,Stelvio,Benzine,2018,159249,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.0 T AWD Super 280pk|Camera|Panorama|Per,2240000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410173626-alfa-romeo-stelvio-2-0-t-awd-super-280pk-camera-panorama-per
Alfa Romeo,Stelvio,Benzine,2020,57455,Automaat,SUV of Terreinwagen,Alfa Romeo Stelvio 2.9 V6 AWD Quadrifoglio Panodak|Carbon|H&,6994500,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410172254-alfa-romeo-stelvio-2-9-v6-awd-quadrifoglio-panodak-carbon-h
Alfa Romeo,MiTo,Benzine,2011,259391,Handgeschakeld,Hatchback,Alfa Romeo MiTo 1.4 Distinctive vanaf €63.- p/m (bj 2011),349900,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2402351432-alfa-romeo-mito-1-4-distinctive-vanaf-63-p-m-bj-2011
Alfa Romeo,156,Benzine,1998,,Handgeschakeld,Sedan,Alfa Romeo 156 2.0 Twin Spark 1998 Groen MOTORSCHADE,65000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410169192-alfa-romeo-156-2-0-twin-spark-1998-groen-motorschade
Alfa Romeo,GT,Benzine,2007,157602,Handgeschakeld,Coupé,"Alfa Romeo GT 2.0 JTS, 2007, 157.602 km NAP, Liefhebbersauto",410000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410166213-alfa-romeo-gt-2-0-jts-2007-157-602-km-nap-liefhebbersauto
Alfa Romeo,Giulia,Benzine,2023,46190,Automaat,Sedan,Alfa Romeo Giulia Veloce Q4 I 280 pk. Facelift I (bj 2023),4844000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410164889-alfa-romeo-giulia-veloce-q4-i-280-pk-facelift-i-bj-2023
Alfa Romeo,Spider,Benzine,1981,91099,Handgeschakeld,Cabriolet,Alfa Romeo Spider 2.0 Veloce,1490000,https://www.marktplaats.nl/v/auto-s/alfa-romeo/m2410158157-alfa-romeo-spider-2-0-veloce
